Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
NEN,New England Realty Associates Limited Partnership,60.2,$221.4M,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/nen
NGD,New Gold Inc.,0.944,$546.68M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ngd
NXE,Nexgen Energy Ltd.,1.61,$572.78M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nxe
HLTH,Nobilis Health Corp.,0.1472,$11.52M,2015,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/hlth
NAK,"Northern Dynasty Minerals, Ltd.",0.5808,$209.95M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nak
NOG,"Northern Oil and Gas, Inc.",1.94,$759.22M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nog
NBY,"NovaBay Pharmaceuticals, Inc.",1.6,$32.87M,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nby
NG,Novagold Resources Inc.,5.66,$1.84B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/ng
NRCG,NRC Group Holdings Corp.,11.26,$428.45M,2017,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/nrcg
NRCG.WS,NRC Group Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/nrcg.ws
NTN,"NTN Buzztime, Inc.",3.6737,$10.58M,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/ntn
NES,"Nuverra Environmental Solutions, Inc.",5.44,$85.46M,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nes
OCX,OncoCyte Corporation,2.05,$106.54M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/ocx
OGEN,Oragenics Inc.,0.4796,$22.12M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ogen
PCG^A,Pacific Gas & Electric Co.,26.1501,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^a
PCG^B,Pacific Gas & Electric Co.,23.7594,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^b
PCG^C,Pacific Gas & Electric Co.,21.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^c
PCG^D,Pacific Gas & Electric Co.,21.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^d
PCG^E,Pacific Gas & Electric Co.,22.25,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^e
PCG^G,Pacific Gas & Electric Co.,21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^g
PCG^H,Pacific Gas & Electric Co.,20.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^h
PCG^I,Pacific Gas & Electric Co.,19.86,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pcg^i
PTN,"Palatin Technologies, Inc.",1,$215.56M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptn
PZG,Paramount Gold Nevada Corp.,0.8876,$23.54M,2015,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/pzg
PRK,Park National Corporation,98.74,$1.64B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/prk
PED,Pedevco Corp.,1.92,$87.38M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ped
PFNX,Pfenex Inc.,7.09,$223.35M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pfnx
HNW,Pioneer Diversified High Income Trust,14.39,$119.91M,2007,n/a,n/a,https://www.nasdaq.com/symbol/hnw
PLAG,Planet Green Holdings Corp,4.7712,$37.59M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/plag
PLG,Platinum Group Metals Ltd.,1.43,$49.84M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/plg
PLYM,"Plymouth Industrial REIT, Inc.",18.36,$159.76M,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/plym
PLYM^A,"Plymouth Industrial REIT, Inc.",25.46,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/plym^a
PLM,Polymet Mining Corp.,0.49,$492.47M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/plm
PW,Power REIT,5.9,$11.03M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pw
PW^A,Power REIT,26.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pw^a
PLX,"Protalix BioTherapeutics, Inc.",0.4501,$66.79M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/plx
RLGT,"Radiant Logistics, Inc.",6.03,$298.92M,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/rlgt
RFL,"Rafael Holdings, Inc.",23.48,$327.07M,2018,Finance,Real Estate,https://www.nasdaq.com/symbol/rfl
UTG,Reaves Utility Income Fund,35.9,$1.75B,2004,n/a,n/a,https://www.nasdaq.com/symbol/utg
RHE,"Regional Health Properties, Inc.",1.71,$2.89M,2017,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/rhe
RHE^A,"Regional Health Properties, Inc.",3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rhe^a
RCG,"RENN Fund, Inc.",1.59,$9.46M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rcg
RVP,"Retractable Technologies, Inc.",0.7112,$23.24M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/rvp
REI,"Ring Energy, Inc.",3.25,$220.38M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/rei
RIF,RMR Real Estate Income Fund,19.1,$194.86M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rif
SACH,Sachem Capital Corp.,5.11,$96.61M,2017,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sach
SCCB,Sachem Capital Corp.,25.4509,n/a,2019,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sccb
SNMP,Sanchez Midstream Partners LP,2.18,$39.9M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/snmp
SAND          ,Sandstorm Gold Ltd,5.65,$1.01B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sand
SEB,Seaboard Corporation,4076.57,$4.75B,1996,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/seb
SENS,"Senseonics Holdings, Inc.",1.89,$334.55M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sens
SVT,"Servotronics, Inc.",10.47,$27.02M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/svt
SMTS,Sierra Metals Inc.,1.38,$225.28M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/smts
SIF,"SIFCO Industries, Inc.",2.89,$16.68M,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/sif
SVM,Silvercorp Metals Inc.,2.41,$409.7M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/svm
SILV,SilverCrest Metals Inc.,4.07,$349.2M,2018,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/silv
XPL,Solitario Zinc Corp.,0.337,$19.61M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/xpl
SCE^B,Southern California Edison Company,20.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^b
SCE^C,Southern California Edison Company,20.7899,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^c
SCE^D,Southern California Edison Company,21.3238,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^d
SCE^E,Southern California Edison Company,23,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^e
SGB,Southwest Georgia Financial Corporation,20.85,$53.08M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sgb
LOV,"Spark Networks, Inc.",11.4986,$149.34M,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lov
SRCI,SRC Energy Inc.,4.74,$1.15B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/srci
SDI,Standard Diversified Inc.,20,$336.29M,n/a,Consumer Non-Durables,Tobacco,https://www.nasdaq.com/symbol/sdi
SSY,"SunLink Health Systems, Inc.",1.5,$10.48M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ssy
SDPI,"Superior Drilling Products, Inc.",0.975,$24.41M,2014,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/sdpi
SYN,"Synthetic Biologics, Inc",0.5728,$9.44M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/syn
TKAT,"Takung Art Co., Ltd.",0.69,$7.77M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/tkat
TALO.WS,"Talos Energy, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/talo.ws
TRX,Tanzanian Gold Corporation,1.08,$152.64M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/trx
TGB,Taseko Mines Limited,0.524,$129.01M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/tgb
TGC,"Tengasco, Inc.",0.86,$9.16M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tgc
GLU,The Gabelli Global Utility and Income Trust,18.75,$100.67M,2004,n/a,n/a,https://www.nasdaq.com/symbol/glu
GLU^A,The Gabelli Global Utility and Income Trust,47.484,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glu^a
GLU^B,The Gabelli Global Utility and Income Trust,51.83,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glu^b
GGO,The Gabelli Go Anywhere Trust,15.43,$24.88M,2016,n/a,n/a,https://www.nasdaq.com/symbol/ggo
GGO^A,The Gabelli Go Anywhere Trust,41.42,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggo^a
TDW.WS,Tidewater Inc.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdw.ws
TMP,Tompkins Financial Corporation,81.72,$1.25B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tmp
TAT,Transatlantic Petroleum Ltd,0.751,$39.42M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/tat
TRXC,"TransEnterix, Inc.",1.29,$280.37M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/trxc
TMQ,Trilogy Metals Inc.,3.09,$408.32M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/tmq
TPHS,Trinity Place Holdings Inc.,3.74,$119.31M,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/tphs
TRT,Trio-Tech International,2.86,$10.5M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/trt
UFAB,"Unique Fabricating, Inc.",3,$29.34M,2015,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/ufab
UAMY,United States Antimony Corporation,0.59,$40.37M,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/uamy
UUU,"Universal Security Instruments, Inc.",1.28,$2.96M,n/a,Technology,Electronic Components,https://www.nasdaq.com/symbol/uuu
UQM,UQM Technologies Inc.,1.66,$93.9M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/uqm
URG,Ur Energy Inc,0.905,$144.67M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/urg
UEC,Uranium Energy Corp.,1.34,$242.12M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/uec
VHC,VirnetX Holding Corp,6.11,$416.12M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/vhc
VGZ,Vista Gold Corporation,0.7789,$78.31M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/vgz
VNRX,VolitionRX Limited,3.07,$121.21M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vnrx
VISI,"Volt Information Sciences, Inc.",4.5,$95.45M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/visi
EAD,Wells Fargo Income Opportunities Fund,8.29,$519.17M,2003,n/a,n/a,https://www.nasdaq.com/symbol/ead
ERC,Wells Fargo Multi-Sector Income Fund,12.75,$401.01M,2003,n/a,n/a,https://www.nasdaq.com/symbol/erc
ERH,Wells Fargo Utilities and High Income Fund,13.0167,$120.49M,2004,n/a,n/a,https://www.nasdaq.com/symbol/erh
WRN,Western Copper and Gold Corporation,0.6677,$69.82M,2011,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/wrn
WYY,WidePoint Corporation,0.4398,$37.1M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/wyy
WTT,"Wireless Telecom Group,  Inc.",1.5948,$33.97M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/wtt
XTNT,"Xtant Medical Holdings, Inc.",2.62,$34.48M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/xtnt
YUMA,"Yuma Energy, Inc.",3.22,$4.97M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/yuma
ZDGE,"Zedge, Inc.",1.54,$15.95M,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/zdge
ZOM,Zomedica Pharmaceuticals Corp.,0.254,$27.44M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/zom
DDD,3D Systems Corporation,9.02,$1.05B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/ddd
MMM,3M Company,174.98,$100.86B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmm
WBAI,500.com Limited,10.51,$449.97M,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/wbai
WUBA,58.com Inc.,63.82,$9.48B,2013,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/wuba
EGHT,8x8 Inc,24.64,$2.38B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/eght
AHC,A.H. Belo Corporation,3.63,$78.09M,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/ahc
AOS,A.O Smith Corporation,46.79,$7.82B,n/a,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/aos
ATEN,"A10 Networks, Inc.",7.01,$530.2M,2014,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/aten
AAC,"AAC Holdings, Inc.",1.09,$27.58M,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/aac
AIR,AAR Corp.,37.42,$1.31B,n/a,Capital Goods,Aerospace,https://www.nasdaq.com/symbol/air
AAN,"Aaron&#39;s,  Inc.",64.04,$4.33B,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aan
ABB,ABB Ltd,20.01,$42.66B,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/abb
ABT,Abbott Laboratories,85.64,$151.08B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abt
ABBV,AbbVie Inc.,74.96,$110.82B,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/abbv
ANF,Abercrombie & Fitch Company,16.37,$1.08B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/anf
AGD,Aberdeen Global Dynamic Dividend Fund,9.74,$122.23M,2006,n/a,n/a,https://www.nasdaq.com/symbol/agd
AWP,Aberdeen Global Premier Properties Fund,6.31,$538.92M,2007,n/a,n/a,https://www.nasdaq.com/symbol/awp
ACP,Aberdeen Income Credit Strategies Fund,12.49,$163.3M,2011,n/a,n/a,https://www.nasdaq.com/symbol/acp
JEQ,"Aberdeen Japan Equity Fund, Inc. ",7.17,$96.12M,1992,n/a,n/a,https://www.nasdaq.com/symbol/jeq
AOD,Aberdeen Total Dynamic Dividend Fund,8.4,$885.62M,2007,n/a,n/a,https://www.nasdaq.com/symbol/aod
ABM,ABM Industries Incorporated,40.22,$2.67B,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/abm
AKR,Acadia Realty Trust,27.55,$2.28B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/akr
ACN,Accenture plc,190.97,$121.8B,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/acn
ACCO,Acco Brands Corporation,7.75,$791.19M,n/a,Consumer Durables,Publishing,https://www.nasdaq.com/symbol/acco
ATV,"Acorn International, Inc.",20.0868,$51.84M,2007,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/atv
ATU,Actuant Corporation,24.2,$1.49B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/atu
AYI,"Acuity Brands, Inc. ",135.17,$5.39B,n/a,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/ayi
GOLF,Acushnet Holdings Corp.,26.44,$2B,2016,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/golf
ADX,"Adams Diversified Equity Fund, Inc.",15.67,$1.66B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/adx
PEO,"Adams Natural Resources Fund, Inc.",16.44,$485.54M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/peo
AGRO,Adecoagro S.A.,6.99,$814.72M,2011,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/agro
ADNT,Adient plc,23.77,$2.23B,2016,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adnt
ADT,ADT Inc.,6.26,$4.74B,2018,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/adt
ATGE,Adtalem Global Education Inc.,45.52,$2.58B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atge
AAP,Advance Auto Parts Inc,160.63,$11.52B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/aap
ADSW,"Advanced Disposal Services, Inc.",32.25,$2.87B,2016,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/adsw
WMS,"Advanced Drainage Systems, Inc.",33.32,$1.93B,2014,Capital Goods,Containers/Packaging,https://www.nasdaq.com/symbol/wms
ASIX,AdvanSix Inc.,25.01,$709.37M,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/asix
AVK,Advent Convertible and Income Fund,15.11,$521.68M,2003,n/a,n/a,https://www.nasdaq.com/symbol/avk
ACM,AECOM,37.46,$5.89B,2007,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/acm
AEB,Aegon NV,22.63,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeb
AEG,Aegon NV,5.03,$10.3B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeg
AEH,Aegon NV,26.04,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeh
AER,Aercap Holdings N.V.,50.5,$7.05B,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aer
HIVE,"Aerohive Networks, Inc.",4.42,$253.57M,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/hive
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",46.3,$3.64B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ajrd
AMG,"Affiliated Managers Group, Inc.",90.73,$4.65B,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/amg
MGR,"Affiliated Managers Group, Inc.",25.64,n/a,2019,Finance,Investment Managers,https://www.nasdaq.com/symbol/mgr
AFL,Aflac Incorporated,56.85,$42.38B,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/afl
MITT,"AG Mortgage Investment Trust, Inc.",15.79,$516.48M,2011,n/a,n/a,https://www.nasdaq.com/symbol/mitt
MITT^A,"AG Mortgage Investment Trust, Inc.",25.8624,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^a
MITT^B,"AG Mortgage Investment Trust, Inc.",26.1581,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mitt^b
AGCO,AGCO Corporation,78.43,$6.02B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/agco
A,"Agilent Technologies, Inc.",76.8,$24.27B,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/a
AEM,Agnico Eagle Mines Limited,51.94,$12.25B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aem
ADC,Agree Realty Corporation,65.55,$2.52B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/adc
AL,Air Lease Corporation,41.07,$4.56B,2011,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/al
AL^A,Air Lease Corporation,26.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/al^a
APD,"Air Products and Chemicals, Inc.",231.4,$50.94B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/apd
AYR,Aircastle Limited,21.02,$1.58B,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/ayr
AKS,AK Steel Holding Corporation,2.21,$699.12M,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/aks
ALP^Q,Alabama Power Company,25.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/alp^q
ALG,"Alamo Group, Inc.",96.8,$1.14B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/alg
AGI,Alamos Gold Inc.,6.08,$2.37B,2015,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/agi
ALK,"Alaska Air Group, Inc.",63.84,$7.88B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/alk
AIN,Albany International Corporation,83.44,$2.69B,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/ain
ALB,Albemarle Corporation,71.54,$7.58B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/alb
AA,Alcoa Corporation,22.7,$4.21B,2016,Basic Industries,Aluminum,https://www.nasdaq.com/symbol/aa
ALC,Alcon Inc.,62.41,$30.5B,2019,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/alc
ALEX,"Alexander & Baldwin, Inc.",23.1,$1.67B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alex
ALX,"Alexander&#39;s, Inc.",377.98,$1.93B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/alx
ARE,"Alexandria Real Estate Equities, Inc.",145.8,$17.2B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/are
ARE^D,"Alexandria Real Estate Equities, Inc.",38.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/are^d
AQN,Algonquin Power & Utilities Corp.,12.37,$6.07B,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqn
AQNA,Algonquin Power & Utilities Corp.,26.62,n/a,2018,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqna
AQNB,Algonquin Power & Utilities Corp.,25.76,n/a,2019,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aqnb
BABA,Alibaba Group Holding Limited,174.67,$451.88B,2014,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/baba
Y,Alleghany Corporation,702.45,$10.15B,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/y
